country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Italy,1904,ITA,34374827.0,120148615168.0,,,16.188,0.872,5.694,47.915,0.589,1.245,1.394,0.399,,0.471,0.135,,15.96,0.464,,,,,318.534,1396.309,310.795,,0.011,1351.452,7.728,,,,,,0.004,0.0,0.729,1.62,31.727,0.923,20.615,0.6,4.072,0.118,0.224,0.007,,,,,0.708,0.688,0.734,,0.593,0.59,0.593,,0.005,0.72,0.664,,,0.024,0.678,0.233,,0.497,0.0,0.0,0.001,0.0,55.688,25.044,,
Italy,1905,ITA,34651950.0,123658854400.0,,,17.844,1.656,10.231,47.958,0.043,0.09,1.384,0.388,,0.515,0.144,,17.617,0.508,,,,,336.377,1444.267,328.411,,0.015,1381.566,7.951,,,,,,0.004,0.0,0.773,1.613,30.114,0.869,20.736,0.598,4.028,0.116,0.224,0.006,,,,,0.732,0.66,0.759,,0.599,0.592,0.6,,0.007,0.718,0.631,,,0.021,0.624,0.23,,0.497,0.0,0.0,0.001,0.0,55.908,26.769,,
Italy,1906,ITA,34931305.0,128904642560.0,,,21.09,3.246,18.193,53.148,5.19,10.821,1.521,0.412,,0.604,0.164,,20.859,0.597,,,,,357.467,1497.414,349.27,,0.026,1413.624,8.171,,,,,,0.011,0.0,0.862,1.748,32.058,0.918,20.884,0.598,3.984,0.114,0.22,0.006,,,,,0.829,0.72,0.86,,0.609,0.595,0.612,,0.011,0.716,0.602,,,0.058,0.663,0.225,,0.498,0.0,0.0,0.001,0.0,61.068,30.11,,
Italy,1907,ITA,35212911.0,132267302912.0,,,22.808,1.718,8.148,56.085,2.937,5.527,1.593,0.424,,0.648,0.172,,22.534,0.64,,,,,380.276,1553.499,371.804,,0.037,1446.901,8.435,,,,,,0.011,0.0,0.906,1.812,33.276,0.945,20.999,0.596,3.945,0.112,0.264,0.007,,,,,0.786,0.733,0.817,,0.617,0.6,0.621,,0.014,0.716,0.571,,,0.055,0.701,0.221,,0.499,0.0,0.0,0.001,0.0,63.797,31.89,,
Italy,1908,ITA,35496784.0,136236703744.0,,,23.263,0.454,1.992,56.17,0.085,0.152,1.582,0.412,,0.655,0.171,,22.951,0.647,,,,,403.538,1609.669,394.755,,0.048,1479.808,8.735,,,,,,0.011,0.0,0.912,1.791,32.907,0.927,21.087,0.594,3.918,0.11,0.3,0.008,,,,,0.835,0.737,0.871,,0.627,0.603,0.631,,0.017,0.715,0.544,,,0.056,0.68,0.233,,0.501,0.0,0.0,0.001,0.0,63.57,32.376,,
Italy,1909,ITA,35739219.0,138550935552.0,,,25.703,2.44,10.49,58.951,2.781,4.951,1.649,0.425,,0.719,0.186,,25.359,0.71,,,,,429.241,1668.62,420.114,,0.062,1513.056,9.065,,,,,,0.015,0.0,0.976,1.852,33.248,0.93,21.221,0.594,3.906,0.109,0.33,0.009,,,,,0.886,0.751,0.925,,0.638,0.608,0.644,,0.02,0.714,0.521,,,0.062,0.672,0.245,,0.502,0.0,0.0,0.001,0.0,66.171,34.891,,
Italy,1910,ITA,35939804.0,140034195456.0,,,25.736,0.033,0.128,62.116,3.165,5.369,1.728,0.444,,0.716,0.184,,25.395,0.707,,,,,454.977,1730.736,445.509,,0.077,1549.436,9.391,,,,,,0.015,0.0,0.972,1.849,36.38,1.012,21.306,0.593,3.917,0.109,0.326,0.009,,,,,0.846,0.797,0.884,,0.647,0.613,0.654,,0.023,0.715,0.498,,,0.059,0.766,0.226,,0.503,0.0,0.0,0.001,0.0,66.452,34.948,,
Italy,1911,ITA,36098124.0,142868791296.0,,,26.538,0.802,3.118,64.764,2.648,4.262,1.794,0.453,,0.735,0.186,,26.055,0.722,,,,,481.516,1795.5,471.564,,0.092,1587.661,9.86,,,,,,0.015,0.0,0.991,1.877,38.225,1.059,21.454,0.594,3.941,0.109,0.469,0.013,,,,,0.859,0.818,0.896,,0.656,0.618,0.664,,0.026,0.717,0.484,,,0.057,0.792,0.307,,0.505,0.0,0.0,0.001,0.0,67.749,35.769,,
Italy,1912,ITA,36213760.0,143956246528.0,,,27.85,1.312,4.943,69.522,4.759,7.348,1.92,0.483,,0.769,0.193,,27.385,0.756,,,,,509.366,1865.022,498.948,,0.103,1629.333,10.315,,,,,,0.011,0.0,1.024,1.98,41.672,1.151,21.598,0.596,3.966,0.11,0.454,0.013,,,,,0.858,0.876,0.895,,0.664,0.625,0.673,,0.027,0.721,0.47,,,0.039,0.889,0.289,,0.507,0.0,0.001,0.001,0.0,71.709,37.095,,
Italy,1913,ITA,36286291.0,151115137024.0,,,29.964,2.114,7.591,74.28,4.757,6.843,2.047,0.492,,0.826,0.198,,29.473,0.812,,,,,539.33,1939.302,528.422,,0.114,1673.649,10.795,,,,,,0.011,0.0,1.081,2.083,44.316,1.221,21.742,0.599,3.993,0.11,0.48,0.013,,,,,0.852,0.925,0.892,,0.672,0.633,0.683,,0.028,0.726,0.454,,,0.037,0.982,0.264,,0.51,0.0,0.001,0.001,0.0,75.576,39.221,,
Italy,1914,ITA,36358965.0,143912206336.0,,,27.238,-2.726,-9.098,71.418,-2.862,-3.853,1.964,0.496,,0.749,0.189,,26.714,0.735,,,,,566.568,2010.72,555.136,,0.125,1717.829,11.308,,,,,,0.011,0.0,1.002,1.981,44.18,1.215,21.809,0.6,4.021,0.111,0.513,0.014,,,,,0.854,0.917,0.899,,0.679,0.64,0.691,,0.028,0.73,0.441,,,0.036,0.961,0.276,,0.513,0.0,0.001,0.001,0.0,72.013,36.429,,
Italy,1915,ITA,36431783.0,138330439680.0,,,23.779,-3.459,-12.698,68.239,-3.179,-4.451,1.873,0.493,,0.653,0.172,,23.23,0.638,,,,,590.347,2078.959,578.366,,0.136,1762.289,11.846,,,,,,0.011,0.0,0.903,1.878,44.46,1.22,21.887,0.601,4.05,0.111,0.539,0.015,,,,,0.757,0.885,0.799,,0.682,0.646,0.695,,0.029,0.735,0.429,,,0.034,0.973,0.273,,0.514,0.0,0.001,0.001,0.0,68.403,32.915,,
Italy,1916,ITA,36504744.0,150355771392.0,,,23.512,-0.267,-1.125,70.027,1.787,2.619,1.918,0.466,,0.644,0.156,,22.816,0.625,,,,,613.859,2148.986,601.181,,0.147,1808.803,12.531,,,,,,0.011,0.0,0.894,1.91,46.515,1.274,22.019,0.603,4.082,0.112,0.685,0.019,,,,,0.693,0.885,0.728,,0.683,0.652,0.696,,0.029,0.74,0.421,,,0.029,1.028,0.318,,0.516,0.0,0.001,0.001,0.0,69.72,32.646,,
Italy,1917,ITA,36577850.0,150214852608.0,,,16.122,-7.39,-31.432,63.61,-6.417,-9.163,1.739,0.423,,0.441,0.107,,15.381,0.421,,,,,629.981,2212.596,616.563,,0.158,1856.292,13.26,,,,,,0.011,0.0,0.685,1.719,47.488,1.298,21.968,0.601,4.115,0.113,0.729,0.02,,,,,0.454,0.786,0.471,,0.674,0.655,0.688,,0.028,0.746,0.412,,,0.027,1.045,0.305,,0.515,0.0,0.001,0.001,0.0,62.889,25.072,,
Italy,1918,ITA,36659635.0,144677126144.0,,,18.98,2.858,17.727,69.073,5.463,8.588,1.884,0.477,,0.518,0.131,,18.074,0.493,,,,,648.96,2281.668,634.637,,0.169,1906.385,14.155,,,,,,0.011,0.0,0.762,1.852,50.093,1.366,22.091,0.603,4.15,0.113,0.894,0.024,,,,,0.542,0.858,0.562,,0.669,0.66,0.683,,0.029,0.752,0.409,,,0.03,1.101,0.365,,0.516,0.0,0.001,0.001,0.0,67.895,27.921,,
Italy,1919,ITA,36789373.0,137862250496.0,,,18.609,-0.37,-1.95,70.908,1.835,2.657,1.927,0.514,,0.506,0.135,,17.84,0.485,,,,,667.57,2352.577,652.477,,0.183,1958.684,14.909,,,,,,0.015,0.0,0.748,1.887,52.299,1.422,22.173,0.603,4.187,0.114,0.755,0.021,,,,,0.613,0.944,0.656,,0.668,0.666,0.682,,0.029,0.759,0.399,,,0.039,1.167,0.276,,0.518,0.0,0.001,0.001,0.0,69.431,27.502,,
Italy,1920,ITA,36967588.0,141701021696.0,,,17.869,-0.74,-3.977,64.441,-6.467,-9.121,1.743,0.455,,0.483,0.126,,17.082,0.462,,,,,685.439,2417.018,669.559,,0.198,2005.255,15.682,,,,,,0.015,0.0,0.724,1.782,46.572,1.26,22.297,0.603,4.226,0.114,0.773,0.021,,,,,0.505,0.792,0.545,,0.662,0.669,0.678,,0.03,0.764,0.383,,,0.035,1.012,0.214,,0.518,0.0,0.001,0.001,0.0,65.873,26.756,,
Italy,1921,ITA,37194808.0,137949052928.0,,,21.881,4.012,22.452,67.739,3.298,5.118,1.821,0.491,,0.588,0.159,,21.229,0.571,,,,,707.321,2484.757,690.788,,0.213,2051.113,16.32,,,,,,0.015,0.0,0.83,1.892,45.857,1.233,22.476,0.604,4.271,0.115,0.638,0.017,,,,,0.704,0.853,0.794,,0.663,0.673,0.681,,0.03,0.767,0.363,,,0.042,0.948,0.16,,0.52,0.0,0.001,0.001,0.0,70.38,30.869,,
Italy,1922,ITA,37471567.0,149601812480.0,,,25.699,3.818,17.448,76.02,8.281,12.225,2.029,0.508,,0.686,0.172,,24.783,0.661,,,,,733.02,2560.776,715.571,,0.224,2101.433,17.225,,,,,,0.011,0.0,0.929,2.129,50.321,1.343,22.663,0.605,4.327,0.115,0.905,0.024,,,,,0.79,0.944,0.894,,0.667,0.678,0.687,,0.03,0.772,0.349,,,0.027,1.048,0.207,,0.523,0.0,0.001,0.001,0.0,79.768,34.8,,
Italy,1923,ITA,37798403.0,163378085888.0,,,26.824,1.125,4.377,73.111,-2.909,-3.826,1.934,0.447,,0.71,0.164,,25.728,0.681,,,,,759.844,2633.888,741.3,,0.234,2147.72,18.31,,,,,,0.011,0.0,0.952,2.052,46.287,1.225,22.79,0.603,4.391,0.116,1.085,0.029,,,,,0.727,0.85,0.817,,0.669,0.682,0.691,,0.029,0.775,0.338,,,0.021,0.943,0.223,,0.525,0.0,0.001,0.001,0.0,77.549,35.98,,
Italy,1924,ITA,38128090.0,167814447104.0,,,32.181,5.357,19.97,76.342,3.231,4.419,2.002,0.455,,0.844,0.192,,31.001,0.813,,,,,792.025,2710.229,772.301,,0.245,2191.881,19.479,,,,,,0.011,0.0,1.088,2.141,44.161,1.158,23.007,0.603,4.461,0.117,1.169,0.031,,,,,0.869,0.885,0.982,,0.675,0.687,0.699,,0.029,0.777,0.33,,,0.018,0.897,0.241,,0.527,0.0,0.001,0.001,0.0,81.617,41.483,,
Italy,1925,ITA,38460652.0,179375702016.0,,,30.968,-1.213,-3.769,73.401,-2.941,-3.852,1.908,0.409,,0.805,0.173,,29.62,0.77,,,,,822.993,2783.631,801.921,,0.256,2234.314,20.816,,,,,,0.011,0.0,1.047,2.06,42.433,1.103,23.082,0.6,4.534,0.118,1.337,0.035,,,,,0.828,0.848,0.939,,0.68,0.69,0.706,,0.028,0.779,0.325,,,0.017,0.863,0.265,,0.529,0.0,0.001,0.001,0.0,79.239,40.275,,
Italy,1926,ITA,38796116.0,180761149440.0,,,35.841,4.873,15.736,75.287,1.886,2.569,1.941,0.417,,0.924,0.198,,34.387,0.886,,,,,858.834,2858.918,836.307,,0.267,2273.76,22.26,,,,,,0.011,0.0,1.167,2.105,39.446,1.017,23.289,0.6,4.609,0.119,1.444,0.037,,,,,0.975,0.875,1.115,,0.689,0.694,0.716,,0.027,0.779,0.322,,,0.016,0.8,0.285,,0.532,0.0,0.001,0.001,0.0,81.672,45.284,,
Italy,1927,ITA,39134505.0,177482989568.0,,,40.385,4.543,12.676,79.428,4.141,5.5,2.03,0.448,,1.032,0.228,,38.707,0.989,,,,,899.219,2938.346,875.014,,0.278,2312.804,23.927,,,,,,0.011,0.0,1.277,2.208,39.044,0.998,23.491,0.6,4.683,0.12,1.667,0.043,,,,,1.006,0.885,1.15,,0.699,0.698,0.729,,0.026,0.779,0.32,,,0.014,0.786,0.301,,0.534,0.0,0.001,0.001,0.0,86.422,49.956,,
Italy,1928,ITA,39475845.0,188592898048.0,1.519,0.038,38.148,-2.236,-5.538,76.589,-2.84,-3.575,1.94,0.406,,0.966,0.202,,34.738,0.88,,,,1.519,937.367,3014.935,909.752,,0.289,2351.245,25.806,,,,,,0.011,0.0,1.207,2.127,38.441,0.974,23.511,0.596,4.754,0.12,1.88,0.048,,,,4.269,0.955,0.857,1.05,1.832,0.706,0.701,0.737,,0.025,0.779,0.321,,,0.013,0.778,0.331,,0.537,0.0,0.001,0.001,0.0,83.968,47.664,,
Italy,1929,ITA,39817412.0,197852938240.0,1.73,0.043,44.027,5.879,15.411,82.112,5.524,7.212,2.062,0.415,,1.106,0.223,,40.124,1.008,,,,3.249,981.394,3097.047,949.877,,0.3,2389.33,27.968,,,,,,0.011,0.0,1.348,2.265,38.085,0.956,23.732,0.596,4.82,0.121,2.162,0.054,,,,4.692,1.027,0.894,1.139,2.713,0.716,0.705,0.748,,0.024,0.779,0.323,,,0.011,0.778,0.348,,0.539,0.0,0.001,0.001,0.0,90.167,53.684,,
Italy,1930,ITA,40159184.0,188903129088.0,1.723,0.043,39.55,-4.477,-10.17,75.868,-6.245,-7.605,1.889,0.402,,0.985,0.209,,35.522,0.885,,,,4.972,1020.944,3172.915,985.399,,0.315,2425.648,30.258,,,,,,0.015,0.0,1.223,2.092,36.318,0.904,23.735,0.591,4.878,0.121,2.29,0.057,,,,4.844,0.999,0.845,1.104,3.201,0.724,0.708,0.757,,0.023,0.778,0.327,,,0.014,0.723,0.382,,0.541,0.0,0.001,0.001,0.0,84.028,49.124,,
Italy,1931,ITA,40501139.0,186657013760.0,1.519,0.038,34.173,-5.377,-13.596,71.786,-4.082,-5.38,1.772,0.385,,0.844,0.183,,30.43,0.751,,,,6.491,1055.117,3244.701,1015.829,,0.337,2463.261,32.46,,,,,,0.022,0.001,1.078,1.985,37.613,0.929,23.738,0.586,4.951,0.122,2.202,0.054,,,,4.917,0.966,0.823,1.074,3.485,0.73,0.71,0.764,,0.023,0.777,0.33,,,0.024,0.725,0.379,,0.543,0.0,0.001,0.002,0.0,80.4,43.664,,
Italy,1932,ITA,40843255.0,190665457664.0,1.545,0.038,28.065,-6.108,-17.874,63.894,-7.892,-10.994,1.564,0.335,,0.687,0.147,,24.347,0.596,,,,8.035,1083.181,3308.595,1040.176,,0.359,2499.091,34.611,,,,,,0.022,0.001,0.918,1.781,35.829,0.877,23.716,0.581,5.059,0.124,2.151,0.053,,,,6.255,0.879,0.758,0.965,3.81,0.733,0.711,0.768,,0.023,0.776,0.333,,,0.025,0.685,0.387,,0.543,0.0,0.001,0.002,0.0,72.734,37.477,,
Italy,1933,ITA,41185511.0,188473049088.0,1.756,0.043,30.474,2.409,8.584,65.244,1.35,2.113,1.584,0.346,,0.74,0.162,,26.644,0.647,,,,9.791,1113.655,3373.839,1066.82,,0.381,2533.861,36.663,,,,,,0.022,0.001,0.972,1.814,34.77,0.844,23.881,0.58,5.192,0.126,2.052,0.05,,,,7.364,0.906,0.753,1.01,4.171,0.737,0.712,0.772,,0.023,0.774,0.333,,,0.024,0.656,0.338,,0.544,0.0,0.001,0.002,0.0,74.712,40.015,,
Italy,1934,ITA,41530635.0,187987345408.0,2.013,0.048,39.661,9.187,30.148,72.038,6.794,10.412,1.735,0.383,,0.955,0.211,,35.336,0.851,,,,11.804,1153.316,3445.876,1102.156,,0.407,2566.238,38.949,,,,,,0.026,0.001,1.192,1.974,32.377,0.78,24.196,0.583,5.345,0.129,2.286,0.055,,,,7.061,1.085,0.801,1.227,4.484,0.745,0.714,0.782,,0.024,0.771,0.335,,,0.025,0.607,0.355,,0.545,0.0,0.001,0.002,0.0,81.971,49.5,,
Italy,1935,ITA,41878651.0,198143426560.0,2.086,0.05,45.376,5.715,14.41,80.435,8.398,11.657,1.921,0.406,,1.084,0.229,,40.637,0.97,,,,13.89,1198.692,3526.312,1142.793,,0.429,2601.296,41.58,,,,,,0.022,0.001,1.324,2.176,35.059,0.837,24.439,0.584,5.509,0.132,2.631,0.063,,,,6.507,1.183,0.884,1.355,4.703,0.756,0.717,0.794,,0.023,0.77,0.337,,,0.02,0.666,0.38,,0.547,0.001,0.001,0.002,0.0,91.142,55.453,,
Italy,1936,ITA,42229584.0,191135252480.0,1.89,0.045,31.99,-13.387,-29.501,65.46,-14.975,-18.618,1.55,0.342,,0.758,0.167,,27.905,0.661,,,,15.78,1230.682,3591.772,1170.698,,0.451,2634.767,43.753,,,,,,0.022,0.001,0.992,1.815,33.47,0.793,24.589,0.582,5.677,0.134,2.173,0.051,,,,4.879,0.76,0.688,0.849,4.724,0.756,0.716,0.795,,0.023,0.768,0.334,,,0.018,0.631,0.288,,0.547,0.001,0.001,0.002,0.0,76.652,41.894,,
Italy,1937,ITA,42583457.0,210128764928.0,2.155,0.051,45.174,13.185,41.215,76.974,11.514,17.59,1.808,0.366,,1.061,0.215,,38.728,0.909,,,,17.936,1275.856,3668.746,1209.426,,0.476,2666.567,48.018,,,,,,0.026,0.001,1.303,2.096,31.8,0.747,25.312,0.594,5.842,0.137,4.265,0.1,,,,5.282,1.005,0.78,1.117,4.784,0.763,0.718,0.802,,0.023,0.765,0.345,,,0.018,0.592,0.504,,0.548,0.001,0.001,0.002,0.0,89.241,55.477,,
Italy,1938,ITA,42940295.0,216270045184.0,2.279,0.053,44.979,-0.195,-0.432,80.808,3.833,4.98,1.882,0.374,,1.047,0.208,,37.472,0.873,,,,20.214,1320.835,3749.554,1246.899,,0.506,2702.396,53.217,,,,,,0.029,0.001,1.29,2.187,35.829,0.834,25.755,0.6,5.996,0.14,5.199,0.121,,,,5.915,1.063,0.838,1.16,4.89,0.77,0.72,0.81,,0.023,0.763,0.361,,,0.022,0.661,0.632,,0.55,0.001,0.001,0.002,0.0,93.92,55.396,,
Italy,1939,ITA,43279914.0,230115786752.0,2.526,0.058,46.12,1.141,2.537,80.013,-0.795,-0.983,1.849,0.348,,1.066,0.2,,37.292,0.862,,,,22.74,1366.955,3829.567,1284.191,,0.539,2736.289,59.486,,,,,,0.033,0.001,1.31,2.17,33.893,0.783,26.239,0.606,6.132,0.142,6.269,0.145,,,,7.083,1.032,0.814,1.085,5.064,0.777,0.721,0.816,,0.023,0.761,0.381,,,0.023,0.633,0.734,,0.552,0.001,0.001,0.002,0.0,93.937,56.679,,
Italy,1940,ITA,43602046.0,226094759936.0,2.373,0.054,49.031,2.91,6.311,79.596,-0.417,-0.521,1.826,0.352,,1.125,0.217,,42.704,0.979,,,,25.113,1415.986,3909.164,1326.895,,0.586,2766.855,63.392,,,,,,0.048,0.001,1.371,2.191,30.566,0.701,26.775,0.614,6.242,0.143,3.906,0.09,,,,7.551,1.004,0.77,1.125,5.227,0.783,0.722,0.823,,0.023,0.758,0.384,,,0.031,0.56,0.433,,0.554,0.001,0.001,0.002,0.0,95.514,59.768,,
Italy,1941,ITA,43906421.0,222193778688.0,1.381,0.031,42.894,-6.136,-12.515,72.18,-7.416,-9.317,1.644,0.325,,0.977,0.193,,40.34,0.919,,,,26.494,1458.88,3981.344,1367.235,,0.656,2796.141,64.495,,,,,,0.07,0.002,1.231,2.044,29.286,0.667,27.59,0.628,6.504,0.148,1.103,0.025,,,,3.19,0.858,0.672,1.038,5.058,0.785,0.721,0.828,,0.024,0.755,0.37,,,0.045,0.51,0.121,,0.555,0.001,0.001,0.002,0.0,89.73,54.063,,
Italy,1942,ITA,44192767.0,209763647488.0,1.108,0.025,41.889,-1.005,-2.344,73.766,1.586,2.197,1.669,0.352,,0.948,0.2,,39.029,0.883,,,,27.603,1500.769,4055.109,1406.264,,0.751,2828.018,66.151,,,,,,0.095,0.002,1.212,2.109,31.877,0.721,28.503,0.645,7.056,0.16,1.656,0.037,,,,2.888,0.841,0.686,0.998,4.91,0.786,0.721,0.832,,0.026,0.751,0.362,,,0.057,0.553,0.192,,0.556,0.001,0.001,0.002,0.0,93.198,53.578,,
Italy,1943,ITA,44460808.0,177590779904.0,0.846,0.019,7.112,-34.777,-83.021,39.882,-33.884,-45.934,0.897,0.225,,0.16,0.04,,6.138,0.138,,,,28.449,1507.881,4094.991,1412.402,,0.846,2860.787,66.184,,,,,,0.095,0.002,0.42,1.365,32.77,0.737,28.753,0.647,7.829,0.176,0.033,0.001,,,,2.434,0.14,0.369,0.156,4.766,0.77,0.714,0.817,,0.028,0.749,0.344,,,0.052,0.573,0.004,,0.554,0.001,0.001,0.002,0.0,60.674,18.656,,
Italy,1944,ITA,44730474.0,143206973440.0,0.668,0.015,3.578,-3.534,-49.693,36.982,-2.899,-7.27,0.827,0.258,,0.08,0.025,,2.804,0.063,,,,29.117,1511.459,4131.974,1415.206,,0.931,2894.192,66.205,,,,,,0.084,0.002,0.349,1.345,33.405,0.747,29.641,0.663,8.753,0.196,0.022,0.0,,,,2.948,0.069,0.341,0.072,4.699,0.752,0.707,0.8,,0.029,0.746,0.326,,,0.043,0.586,0.002,,0.551,0.001,0.001,0.002,0.0,60.176,15.609,,
Italy,1945,ITA,45001776.0,128646299648.0,0.564,0.013,4.352,0.774,21.631,37.082,0.099,0.269,0.824,0.288,,0.097,0.034,,3.696,0.082,,,,29.681,1515.811,4169.056,1418.902,,1.0,2926.922,66.227,,,,,,0.07,0.002,0.378,1.39,32.73,0.727,30.688,0.682,9.759,0.217,0.022,0.0,,,,2.453,0.101,0.372,0.123,4.619,0.738,0.702,0.789,,0.029,0.744,0.31,,,0.032,0.575,0.002,,0.55,0.001,0.001,0.002,0.0,62.571,17.03,,
Italy,1946,ITA,45274723.0,173983629312.0,0.999,0.022,22.166,17.814,409.351,53.926,16.844,45.424,1.191,0.31,,0.49,0.127,,19.928,0.44,,,,30.68,1537.977,4222.981,1438.831,,1.11,2958.681,67.356,,,,,,0.11,0.002,0.792,1.815,31.759,0.701,32.081,0.709,10.778,0.238,1.129,0.025,,,,2.753,0.481,0.526,0.616,4.519,0.732,0.699,0.786,,0.03,0.741,0.3,,,0.049,0.562,0.102,,0.551,0.001,0.001,0.002,0.0,82.165,35.84,,
Italy,1947,ITA,45549326.0,207087927296.0,1.363,0.03,36.786,14.62,65.956,65.449,11.523,21.369,1.437,0.316,,0.808,0.178,,29.749,0.653,,,,32.043,1574.763,4288.43,1468.58,,1.271,2987.344,72.869,,,,,,0.161,0.004,1.129,2.113,28.663,0.629,33.426,0.734,11.74,0.258,5.513,0.121,,,,3.158,0.712,0.606,0.821,4.438,0.732,0.697,0.787,,0.032,0.738,0.308,,,0.065,0.509,0.442,,0.554,0.001,0.001,0.002,0.0,96.26,51.412,,
Italy,1948,ITA,45825595.0,223278137344.0,1.555,0.034,35.528,-1.258,-3.421,61.036,-4.413,-6.742,1.332,0.273,,0.775,0.159,,26.323,0.574,,,,33.598,1610.292,4349.467,1494.903,,1.469,3012.852,80.321,,,,,,0.198,0.004,1.109,2.053,25.508,0.557,34.466,0.752,12.575,0.274,7.452,0.163,,,,3.012,0.652,0.555,0.704,4.343,0.73,0.694,0.785,,0.035,0.734,0.321,,,0.071,0.46,0.544,,0.557,0.001,0.001,0.002,0.0,94.069,50.807,,
Italy,1949,ITA,46106450.0,242450808832.0,1.995,0.043,39.771,4.243,11.943,68.443,7.407,12.135,1.484,0.282,,0.863,0.164,,27.545,0.597,,,,35.594,1650.062,4417.91,1522.448,,1.891,3041.524,90.13,,,,,,0.421,0.009,1.211,2.246,28.672,0.622,35.612,0.772,13.215,0.287,9.809,0.213,,,,3.429,0.764,0.641,0.777,4.279,0.731,0.694,0.785,,0.042,0.732,0.342,,,0.14,0.524,0.758,,0.561,0.001,0.001,0.002,0.0,103.533,55.819,,
Italy,1950,ITA,46391676.0,262940114944.0,2.475,0.053,41.431,1.66,4.173,59.51,-8.933,-13.051,1.283,0.226,,0.893,0.158,,24.572,0.53,,,,38.068,1691.493,4477.42,1547.02,,2.847,3059.604,103.558,,,,,,0.956,0.021,1.255,2.203,18.08,0.39,36.715,0.791,13.591,0.293,13.427,0.289,,,,3.699,0.699,0.49,0.633,4.236,0.73,0.69,0.782,,0.059,0.725,0.371,,,0.271,0.291,0.866,,0.564,0.001,0.001,0.002,0.0,102.186,58.216,,
Italy,1951,ITA,46751901.0,282516455424.0,2.758,0.059,48.822,7.392,17.841,56.137,-3.374,-5.669,1.201,0.199,,1.044,0.173,,27.66,0.592,,,,40.827,1740.315,4533.557,1574.68,,4.657,3066.918,120.152,,,,,,1.81,0.039,1.424,2.243,7.314,0.156,38.027,0.813,13.867,0.297,16.594,0.355,,,,3.641,0.765,0.434,0.677,4.189,0.731,0.685,0.78,,0.088,0.716,0.406,,,0.435,0.112,0.966,,0.567,0.001,0.001,0.002,0.0,104.849,66.56,,
Italy,1952,ITA,47018177.0,303680094208.0,3.289,0.07,50.621,1.798,3.683,54.511,-1.626,-2.896,1.159,0.18,,1.077,0.167,,26.025,0.554,,,,44.116,1790.936,4588.067,1600.705,,7.342,3070.808,138.773,,,,,,2.686,0.057,1.474,2.315,3.89,0.083,39.223,0.834,14.246,0.303,18.62,0.396,,,,4.073,0.783,0.421,0.646,4.181,0.732,0.68,0.777,,0.128,0.706,0.441,,,0.601,0.06,1.025,,0.57,0.001,0.001,0.002,0.0,108.847,69.304,,
Italy,1953,ITA,47410887.0,325628035072.0,3.871,0.082,55.995,5.374,10.616,52.567,-1.943,-3.565,1.109,0.161,,1.181,0.172,,26.835,0.566,,,,47.986,1846.93,4640.634,1627.54,,11.615,3067.381,159.789,,,,,,4.272,0.09,1.598,2.376,-3.427,-0.072,40.483,0.854,14.713,0.31,21.017,0.443,,,,4.322,0.842,0.397,0.661,4.192,0.735,0.674,0.775,,0.187,0.695,0.479,,,0.9,-0.052,1.085,,0.574,0.001,0.001,0.002,0.0,112.643,75.785,,
Italy,1954,ITA,47832232.0,342536519680.0,4.328,0.09,64.938,8.944,15.973,53.475,0.908,1.727,1.118,0.156,,1.358,0.19,,27.962,0.585,,,,52.314,1911.869,4694.11,1655.502,,17.176,3055.918,186.876,,,,,,5.562,0.116,1.798,2.5,-11.463,-0.24,41.842,0.875,15.253,0.319,27.086,0.566,,,,4.456,0.956,0.388,0.69,4.212,0.741,0.669,0.773,,0.256,0.681,0.528,,,1.109,-0.164,1.319,,0.578,0.001,0.001,0.003,0.0,119.561,86.018,,
